Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Start Date,End Date,Time,Location,Instructor,Total,Seats Remaining,Has WL,Units,
"Spring 2025","Regular Academic Session","Engineering","51051","Civil And Environmental Engineering (CEE) Open Sections"," 682","008","Prob in Envir Engr","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Bulkley","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","51095","Civil And Environmental Engineering (CEE) Open Sections"," 682","010","Prob in Envir Engr","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Demond","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","51086","Civil And Environmental Engineering (CEE) Open Sections"," 910","034","Struct Engr Res","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Wight","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","53100","Civil And Environmental Engineering (CEE) Open Sections"," 921","062","Hydra&Hydro Eng Res","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Bricker","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","50851","Civil And Environmental Engineering (CEE) Open Sections"," 946","021","Soil Mech Res","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Hryciw","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","53335","Civil And Environmental Engineering (CEE) Open Sections"," 980","004","Res in Envir Engr","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Adriaens","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","51725","Civil And Environmental Engineering (CEE) Open Sections"," 980","010","Res in Envir Engr","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Demond","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","52563","Civil And Environmental Engineering (CEE) Open Sections"," 980","031","Res in Envir Engr","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Raskin","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","52244","Civil And Environmental Engineering (CEE) Open Sections"," 980","042","Res in Envir Engr","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Zekkos","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","52505","Civil And Environmental Engineering (CEE) Open Sections"," 980","058","Res in Envir Engr","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Clack","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","50862","Civil And Environmental Engineering (CEE) Open Sections"," 990","006","Diss-Precand","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Abriola","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52273","Civil And Environmental Engineering (CEE) Open Sections"," 990","011","Diss-Precand","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Hansen","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52272","Civil And Environmental Engineering (CEE) Open Sections"," 990","023","Diss-Precand","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Semrau","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51092","Civil And Environmental Engineering (CEE) Open Sections"," 990","030","Diss-Precand","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Weber Jr","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","50940","Civil And Environmental Engineering (CEE) Open Sections"," 995","005","Diss-Cand","IND"," IR","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Brilakis","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","51354","Civil And Environmental Engineering (CEE) Open Sections"," 995","016","Diss-Cand","IND"," IR","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Lynch","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52800","Civil And Environmental Engineering (CEE) Open Sections"," 995","017","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Hayes","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52941","Civil And Environmental Engineering (CEE) Open Sections"," 995","026","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Li","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","50941","Civil And Environmental Engineering (CEE) Open Sections"," 995","028","Diss-Cand","IND"," IR","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Ioannou","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52799","Civil And Environmental Engineering (CEE) Open Sections"," 995","040","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Ivanov","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52789","Civil And Environmental Engineering (CEE) Open Sections"," 995","065","Diss-Cand","IND"," IR","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Daigger","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52802","Civil And Environmental Engineering (CEE) Open Sections"," 995","068","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Masoud","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52803","Civil And Environmental Engineering (CEE) Open Sections"," 995","069","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Yin","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","53355","Robotics (ROB) Open Sections"," 490","001","Directed Study","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","","   1","   1","N","1.00-6.00",
"Spring 2025","Regular Academic Session","Engineering","53356","Robotics (ROB) Open Sections"," 490","064","Directed Study","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Huang","  25","  25","N","1.00-6.00",
"Spring 2025","Regular Academic Session","Engineering","53341","Robotics (ROB) Open Sections"," 590","006","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Kamat","  25","  25","N","1.00-6.00",
"Spring 2025","Regular Academic Session","Engineering","53102","Robotics (ROB) Open Sections"," 590","064","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Huang","  25","  25","N","1.00-6.00",
"Spring 2025","Regular Academic Session","Engineering","52823","Robotics (ROB) Open Sections"," 995","004","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Grizzle","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52663","Robotics (ROB) Open Sections"," 995","033","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Yang","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52664","Robotics (ROB) Open Sections"," 995","038","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Gregg","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52665","Robotics (ROB) Open Sections"," 995","046","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Tilbury","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","51953","Design Science (DESCI) Open Sections"," 995","005","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Skerlos","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52325","Computer Science and Engineering (CSE) Open Sections"," 599","002","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Kira","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","50855","Computer Science and Engineering (CSE) Open Sections"," 599","004","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Arthur","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51228","Computer Science and Engineering (CSE) Open Sections"," 599","005","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Bertacco","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51229","Computer Science and Engineering (CSE) Open Sections"," 599","006","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Pettie","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51658","Computer Science and Engineering (CSE) Open Sections"," 599","007","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Dick","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51659","Computer Science and Engineering (CSE) Open Sections"," 599","008","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Roy Chowdhury","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51230","Computer Science and Engineering (CSE) Open Sections"," 599","009","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Najarian","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51231","Computer Science and Engineering (CSE) Open Sections"," 599","010","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Scott","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51232","Computer Science and Engineering (CSE) Open Sections"," 599","011","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Lee","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53212","Computer Science and Engineering (CSE) Open Sections"," 599","012","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Pipe","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51233","Computer Science and Engineering (CSE) Open Sections"," 599","013","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Bansal","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51234","Computer Science and Engineering (CSE) Open Sections"," 599","014","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Willingale","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53213","Computer Science and Engineering (CSE) Open Sections"," 599","015","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Mathieu","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51235","Computer Science and Engineering (CSE) Open Sections"," 599","016","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Sarabandi","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53214","Computer Science and Engineering (CSE) Open Sections"," 599","017","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Berenson","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51669","Computer Science and Engineering (CSE) Open Sections"," 599","018","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Kushner","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51180","Computer Science and Engineering (CSE) Open Sections"," 599","019","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Lynch","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51236","Computer Science and Engineering (CSE) Open Sections"," 599","020","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Mudge","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53215","Computer Science and Engineering (CSE) Open Sections"," 599","021","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Shen","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53216","Computer Science and Engineering (CSE) Open Sections"," 599","022","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Wellman","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51657","Computer Science and Engineering (CSE) Open Sections"," 599","023","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Budak","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53217","Computer Science and Engineering (CSE) Open Sections"," 599","024","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Johnson","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","50974","Computer Science and Engineering (CSE) Open Sections"," 599","025","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Wang","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53218","Computer Science and Engineering (CSE) Open Sections"," 599","026","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Deng","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53219","Computer Science and Engineering (CSE) Open Sections"," 599","027","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Nadakuditi","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","50973","Computer Science and Engineering (CSE) Open Sections"," 599","029","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Brehob","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51237","Computer Science and Engineering (CSE) Open Sections"," 599","030","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Norris","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53220","Computer Science and Engineering (CSE) Open Sections"," 599","031","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Sun","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53221","Computer Science and Engineering (CSE) Open Sections"," 599","032","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Derezinski","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53222","Computer Science and Engineering (CSE) Open Sections"," 599","033","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Wentzloff","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53223","Computer Science and Engineering (CSE) Open Sections"," 599","034","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Afshari","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53224","Computer Science and Engineering (CSE) Open Sections"," 599","035","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Bondi-Kelly","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51668","Computer Science and Engineering (CSE) Open Sections"," 599","036","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Kuipers","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51238","Computer Science and Engineering (CSE) Open Sections"," 599","037","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Olson","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51239","Computer Science and Engineering (CSE) Open Sections"," 599","038","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Chesney","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51240","Computer Science and Engineering (CSE) Open Sections"," 599","039","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Chai","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51241","Computer Science and Engineering (CSE) Open Sections"," 599","040","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Islam","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51242","Computer Science and Engineering (CSE) Open Sections"," 599","041","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Guo","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51243","Computer Science and Engineering (CSE) Open Sections"," 599","042","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Mao","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53225","Computer Science and Engineering (CSE) Open Sections"," 599","043","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Narayanasamy","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53350","Computer Science and Engineering (CSE) Open Sections"," 599","044","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Ringenberg","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51244","Computer Science and Engineering (CSE) Open Sections"," 599","045","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Burdick","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53226","Computer Science and Engineering (CSE) Open Sections"," 599","047","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Kurabayashi","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","50975","Computer Science and Engineering (CSE) Open Sections"," 599","048","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Saranurak","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53227","Computer Science and Engineering (CSE) Open Sections"," 599","049","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Morgan","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53228","Computer Science and Engineering (CSE) Open Sections"," 599","050","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Subramanian","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51245","Computer Science and Engineering (CSE) Open Sections"," 599","051","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Mi","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53229","Computer Science and Engineering (CSE) Open Sections"," 599","052","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Goldman","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51246","Computer Science and Engineering (CSE) Open Sections"," 599","053","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Fessler","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53230","Computer Science and Engineering (CSE) Open Sections"," 599","054","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Tilbury","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53231","Computer Science and Engineering (CSE) Open Sections"," 599","055","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Wang","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51670","Computer Science and Engineering (CSE) Open Sections"," 599","056","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Zhong","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51247","Computer Science and Engineering (CSE) Open Sections"," 599","057","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Mower Provost","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51248","Computer Science and Engineering (CSE) Open Sections"," 599","058","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Rampure","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51671","Computer Science and Engineering (CSE) Open Sections"," 599","059","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Newman","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","50769","Computer Science and Engineering (CSE) Open Sections"," 599","060","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Winsor","   2","   2","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51249","Computer Science and Engineering (CSE) Open Sections"," 599","061","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Fish","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51250","Computer Science and Engineering (CSE) Open Sections"," 599","062","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Lu","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51251","Computer Science and Engineering (CSE) Open Sections"," 599","063","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Terry Jr","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51673","Computer Science and Engineering (CSE) Open Sections"," 599","064","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Qu","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51758","Computer Science and Engineering (CSE) Open Sections"," 599","065","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Grubbs","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51252","Computer Science and Engineering (CSE) Open Sections"," 599","066","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Stout","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51253","Computer Science and Engineering (CSE) Open Sections"," 599","067","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Michielssen","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51675","Computer Science and Engineering (CSE) Open Sections"," 599","068","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Halderman","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51672","Computer Science and Engineering (CSE) Open Sections"," 599","069","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Yoon","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51254","Computer Science and Engineering (CSE) Open Sections"," 599","070","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Liu","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51255","Computer Science and Engineering (CSE) Open Sections"," 599","071","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Shin","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51256","Computer Science and Engineering (CSE) Open Sections"," 599","072","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Chen","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51257","Computer Science and Engineering (CSE) Open Sections"," 599","073","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Hayes","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51258","Computer Science and Engineering (CSE) Open Sections"," 599","074","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Ku","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51259","Computer Science and Engineering (CSE) Open Sections"," 599","075","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Wu","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51674","Computer Science and Engineering (CSE) Open Sections"," 599","076","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Das","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51260","Computer Science and Engineering (CSE) Open Sections"," 599","077","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Kim","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51261","Computer Science and Engineering (CSE) Open Sections"," 599","078","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Grbic","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51262","Computer Science and Engineering (CSE) Open Sections"," 599","079","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Forrest","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53232","Computer Science and Engineering (CSE) Open Sections"," 599","080","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Eustice","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53233","Computer Science and Engineering (CSE) Open Sections"," 599","081","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Huang","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51263","Computer Science and Engineering (CSE) Open Sections"," 599","082","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Kloosterman","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51047","Computer Science and Engineering (CSE) Open Sections"," 599","083","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Kanicki","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51264","Computer Science and Engineering (CSE) Open Sections"," 599","084","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Nielsen","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53234","Computer Science and Engineering (CSE) Open Sections"," 599","086","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Hofmann","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51265","Computer Science and Engineering (CSE) Open Sections"," 599","087","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Zhang","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51266","Computer Science and Engineering (CSE) Open Sections"," 599","088","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Hero III","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53235","Computer Science and Engineering (CSE) Open Sections"," 599","089","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Zhang","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","50929","Computer Science and Engineering (CSE) Open Sections"," 599","090","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Bleier","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51267","Computer Science and Engineering (CSE) Open Sections"," 599","091","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Hu","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51268","Computer Science and Engineering (CSE) Open Sections"," 599","092","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Manerkar","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","53236","Computer Science and Engineering (CSE) Open Sections"," 599","093","Directed Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Lee","  25","  25","N","1.00-4.00",
